,net
4458,"(2, 3, 4, 3, 0, 2)"
4459,"(4, 2, 3, 1, 4, 0)"
4461,"(2, 4, 4, 1, 2, 3)"
4464,"(2, 4, 0, 3, 2, 4)"
4465,"(3, 0, 3, 2, 4, 0)"
4467,"(0, 0, 0, 1, 4, 3)"
4469,"(2, 3, 3, 0, 2, 3)"
4471,"(2, 0, 3, 3, 3, 2)"
4472,"(4, 2, 0, 4, 1, 0)"
4477,"(3, 2, 2, 3, 4, 4)"
4478,"(2, 3, 2, 3, 1, 4)"
4480,"(2, 4, 4, 4, 3, 0)"
4483,"(3, 1, 2, 2, 2, 2)"
4486,"(2, 0, 4, 3, 4, 2)"
4487,"(2, 4, 4, 4, 2, 4)"
4490,"(4, 3, 0, 4, 4, 2)"
4491,"(2, 0, 3, 2, 0, 0)"
4493,"(4, 3, 3, 1, 3, 4)"
4497,"(4, 4, 0, 2, 0, 3)"
4498,"(2, 4, 1, 3, 3, 2)"
4501,"(4, 3, 0, 4, 0, 4)"
4502,"(4, 3, 2, 0, 4, 4)"
4504,"(3, 4, 4, 1, 4, 2)"
4505,"(0, 4, 4, 0, 0, 2)"
4506,"(2, 4, 0, 2, 4, 2)"
4510,"(3, 3, 3, 4, 1, 0)"
4512,"(4, 2, 4, 2, 4, 0)"
4514,"(2, 4, 1, 2, 0, 0)"
4516,"(3, 1, 1, 4, 3, 3)"
4522,"(3, 4, 3, 2, 0, 2)"
4523,"(3, 0, 1, 3, 4, 0)"
4528,"(4, 2, 1, 2, 4, 4)"
4529,"(2, 3, 0, 0, 2, 3)"
4533,"(3, 4, 0, 3, 4, 3)"
4536,"(2, 4, 2, 4, 2, 2)"
4539,"(4, 3, 4, 2, 3, 4)"
4540,"(2, 2, 3, 3, 1, 3)"
4543,"(4, 3, 4, 1, 4, 0)"
4546,"(4, 4, 4, 3, 3, 0)"
4548,"(0, 1, 2, 2, 4, 3)"
4551,"(4, 3, 1, 4, 1, 0)"
4552,"(4, 3, 0, 0, 4, 0)"
4557,"(2, 3, 2, 2, 0, 3)"
4558,"(3, 4, 1, 1, 4, 2)"
4559,"(0, 1, 1, 4, 4, 0)"
4564,"(4, 2, 3, 4, 3, 4)"
4566,"(3, 1, 1, 2, 4, 4)"
4571,"(3, 4, 4, 4, 2, 4)"
4572,"(3, 2, 3, 3, 1, 2)"
4576,"(4, 3, 3, 0, 3, 3)"
4583,"(3, 4, 1, 4, 4, 3)"
4584,"(2, 3, 4, 1, 4, 4)"
4589,"(4, 3, 0, 3, 0, 3)"
4598,"(4, 1, 3, 2, 4, 4)"
4599,"(3, 0, 2, 2, 4, 2)"
4600,"(4, 0, 3, 2, 0, 4)"
4601,"(1, 2, 3, 1, 1, 4)"
4602,"(4, 3, 3, 3, 3, 4)"
4605,"(4, 3, 1, 1, 4, 0)"
4608,"(4, 3, 3, 2, 4, 0)"
4609,"(3, 3, 1, 2, 2, 4)"
4610,"(1, 1, 1, 1, 1, 1)"
4612,"(4, 3, 2, 2, 4, 4)"
4614,"(2, 4, 3, 1, 2, 4)"
4615,"(3, 4, 4, 3, 4, 2)"
4616,"(4, 2, 4, 4, 3, 0)"
4617,"(3, 2, 4, 4, 0, 2)"
4619,"(2, 4, 3, 0, 3, 0)"
4620,"(2, 3, 1, 4, 2, 0)"
4626,"(2, 3, 4, 3, 1, 3)"
4627,"(3, 2, 4, 3, 4, 3)"
4628,"(3, 4, 0, 2, 4, 2)"
4632,"(2, 4, 0, 3, 0, 0)"
4639,"(4, 4, 1, 1, 3, 4)"
4641,"(2, 3, 0, 2, 1, 3)"
4642,"(4, 0, 0, 0, 3, 2)"
4644,"(3, 4, 0, 2, 0, 4)"
4649,"(4, 2, 1, 4, 4, 4)"
4651,"(2, 0, 3, 1, 2, 0)"
4656,"(4, 3, 4, 4, 2, 4)"
4657,"(4, 1, 1, 3, 3, 4)"
4658,"(4, 4, 2, 1, 4, 4)"
4664,"(4, 3, 4, 3, 3, 0)"
4667,"(2, 0, 4, 2, 2, 4)"
4670,"(4, 1, 3, 0, 3, 0)"
4671,"(2, 0, 4, 1, 3, 0)"
4673,"(1, 0, 2, 1, 1, 4)"
4674,"(4, 0, 0, 3, 3, 3)"
4676,"(2, 1, 1, 3, 1, 2)"
4682,"(3, 3, 0, 0, 0, 2)"
4692,"(2, 1, 0, 2, 2, 2)"
4693,"(2, 3, 2, 4, 0, 3)"
4695,"(4, 0, 1, 2, 1, 4)"
4696,"(2, 3, 4, 0, 4, 3)"
4698,"(3, 1, 3, 0, 3, 2)"
4701,"(3, 4, 1, 3, 4, 2)"
4702,"(3, 4, 0, 1, 2, 2)"
4703,"(2, 2, 4, 2, 4, 4)"
4704,"(0, 0, 3, 0, 4, 2)"
4706,"(0, 1, 3, 2, 3, 2)"
4708,"(4, 1, 4, 2, 0, 4)"
4713,"(3, 4, 1, 3, 0, 4)"
4714,"(3, 3, 0, 3, 0, 3)"
4718,"(4, 3, 3, 2, 3, 3)"
4724,"(3, 3, 1, 1, 2, 3)"
4734,"(3, 1, 2, 4, 2, 4)"
4736,"(4, 1, 3, 4, 4, 4)"
4739,"(3, 0, 2, 4, 4, 2)"
4740,"(2, 4, 3, 2, 3, 3)"
4741,"(3, 2, 2, 2, 2, 2)"
4744,"(3, 3, 1, 4, 1, 4)"
4747,"(4, 3, 2, 4, 3, 4)"
4748,"(2, 2, 4, 4, 1, 3)"
4750,"(4, 3, 0, 1, 2, 0)"
4752,"(3, 4, 3, 1, 0, 3)"
4754,"(3, 0, 2, 4, 0, 4)"
4758,"(4, 4, 2, 0, 3, 3)"
4759,"(2, 4, 4, 3, 3, 0)"
4763,"(4, 3, 4, 3, 2, 3)"
4764,"(4, 3, 2, 3, 0, 2)"
4767,"(2, 2, 3, 0, 2, 2)"
4769,"(3, 4, 0, 4, 4, 2)"
4770,"(2, 2, 4, 0, 3, 0)"
4772,"(3, 2, 3, 0, 4, 4)"
4776,"(0, 4, 0, 3, 0, 4)"
4777,"(3, 4, 3, 4, 0, 4)"
4782,"(3, 1, 2, 3, 4, 2)"
4784,"(4, 4, 2, 3, 4, 0)"
4787,"(2, 0, 4, 3, 3, 3)"
4789,"(3, 4, 0, 4, 0, 4)"
4793,"(4, 0, 3, 1, 2, 4)"
4794,"(2, 1, 4, 0, 2, 3)"
4797,"(4, 1, 3, 3, 1, 4)"
4799,"(3, 1, 2, 3, 0, 4)"
4800,"(3, 0, 4, 2, 0, 3)"
4802,"(4, 3, 1, 2, 1, 0)"
4803,"(3, 1, 1, 2, 0, 4)"
4810,"(3, 0, 3, 4, 0, 0)"
4813,"(0, 1, 3, 1, 3, 1)"
4818,"(4, 3, 2, 2, 2, 0)"
4819,"(3, 3, 0, 2, 0, 2)"
4826,"(3, 4, 4, 2, 2, 4)"
4827,"(3, 4, 2, 2, 0, 3)"
4828,"(3, 4, 0, 3, 1, 2)"
4830,"(3, 2, 0, 2, 3, 2)"
4837,"(2, 2, 4, 4, 4, 4)"
4838,"(2, 2, 2, 4, 2, 3)"
4841,"(0, 0, 2, 0, 2, 2)"
4844,"(3, 4, 3, 0, 4, 0)"
4846,"(0, 1, 0, 4, 3, 4)"
4847,"(4, 4, 0, 0, 4, 3)"
4850,"(0, 1, 0, 3, 4, 0)"
4851,"(2, 2, 3, 3, 0, 4)"
4852,"(4, 3, 2, 3, 3, 3)"
4853,"(2, 2, 4, 3, 1, 2)"
4859,"(2, 2, 2, 0, 4, 0)"
4860,"(3, 4, 3, 0, 0, 2)"
4863,"(3, 2, 1, 3, 4, 3)"
4864,"(4, 0, 0, 1, 2, 4)"
4865,"(2, 4, 1, 1, 3, 4)"
4866,"(4, 2, 2, 4, 4, 0)"
4867,"(4, 4, 0, 4, 4, 4)"
4868,"(3, 2, 2, 4, 1, 2)"
4869,"(2, 0, 2, 4, 2, 2)"
4872,"(4, 3, 0, 3, 1, 0)"
4875,"(4, 4, 1, 2, 2, 3)"
4877,"(2, 1, 4, 2, 0, 4)"
4878,"(3, 0, 4, 2, 3, 4)"
4881,"(4, 2, 0, 1, 3, 0)"
4882,"(3, 4, 3, 3, 0, 3)"
4883,"(3, 4, 1, 4, 1, 2)"
4885,"(3, 0, 4, 1, 4, 0)"
4891,"(4, 0, 3, 0, 2, 3)"
4892,"(3, 0, 1, 1, 4, 2)"
4893,"(2, 2, 4, 2, 2, 0)"
4894,"(2, 0, 1, 1, 3, 0)"
4896,"(4, 1, 3, 2, 1, 3)"
4900,"(3, 0, 4, 1, 0, 2)"
4906,"(4, 2, 4, 3, 4, 3)"
4910,"(3, 4, 2, 2, 3, 4)"
4911,"(4, 1, 0, 1, 2, 1)"
4915,"(4, 1, 2, 4, 1, 0)"
4918,"(4, 3, 2, 2, 1, 3)"
4919,"(3, 0, 1, 4, 4, 3)"
4920,"(2, 4, 2, 2, 3, 4)"
4924,"(4, 0, 2, 0, 2, 4)"
4928,"(2, 4, 2, 1, 4, 0)"
4929,"(0, 2, 2, 4, 4, 2)"
4930,"(2, 2, 1, 2, 3, 4)"
4931,"(4, 2, 2, 3, 2, 0)"
4932,"(3, 0, 4, 4, 0, 3)"
4934,"(4, 1, 3, 4, 2, 0)"
4939,"(2, 4, 3, 2, 4, 4)"
4940,"(4, 1, 0, 4, 2, 2)"
4942,"(2, 2, 2, 3, 2, 2)"
4946,"(3, 3, 0, 4, 3, 3)"
4954,"(0, 2, 0, 2, 0, 4)"
4956,"(3, 0, 4, 0, 2, 0)"
4958,"(3, 2, 4, 3, 3, 4)"
4959,"(2, 3, 4, 3, 0, 4)"
4960,"(2, 0, 0, 4, 3, 2)"
4961,"(4, 4, 4, 4, 3, 3)"
4962,"(4, 2, 3, 1, 4, 2)"
4963,"(2, 0, 4, 0, 4, 3)"
4964,"(2, 1, 3, 3, 0, 4)"
4966,"(3, 4, 2, 4, 0, 3)"
4969,"(3, 2, 3, 0, 2, 0)"
4970,"(3, 0, 3, 2, 4, 2)"
4972,"(4, 2, 2, 4, 3, 3)"
4973,"(2, 0, 3, 3, 3, 4)"
4974,"(4, 0, 0, 0, 2, 3)"
4975,"(2, 2, 3, 0, 3, 3)"
4978,"(2, 4, 1, 0, 3, 3)"
4979,"(4, 4, 0, 3, 4, 3)"
4980,"(2, 0, 3, 2, 4, 0)"
4984,"(3, 1, 2, 2, 2, 4)"
4985,"(3, 1, 0, 2, 0, 3)"
4987,"(4, 0, 1, 0, 3, 3)"
4988,"(2, 0, 4, 3, 4, 4)"
4989,"(2, 2, 2, 2, 3, 0)"
4990,"(4, 2, 3, 4, 4, 3)"
4992,"(4, 3, 0, 4, 4, 4)"
4996,"(2, 1, 4, 0, 3, 4)"
4998,"(4, 2, 0, 0, 2, 3)"
4999,"(2, 4, 1, 3, 3, 4)"
5000,"(2, 2, 4, 2, 1, 3)"
5010,"(3, 4, 4, 1, 4, 4)"
5013,"(2, 4, 0, 2, 4, 4)"
5020,"(3, 3, 3, 4, 1, 2)"
5022,"(4, 2, 4, 2, 4, 2)"
5023,"(4, 2, 0, 3, 3, 0)"
5027,"(3, 2, 4, 1, 2, 0)"
5029,"(0, 0, 3, 3, 1, 2)"
5030,"(3, 4, 3, 2, 0, 4)"
5031,"(2, 2, 4, 4, 2, 0)"
5032,"(3, 1, 4, 0, 3, 3)"
5033,"(2, 0, 1, 3, 3, 0)"
5035,"(3, 1, 0, 1, 2, 1)"
5036,"(3, 0, 1, 3, 4, 2)"
5039,"(4, 1, 3, 4, 1, 3)"
5041,"(4, 3, 1, 3, 3, 4)"
5042,"(2, 4, 3, 1, 3, 3)"
5044,"(3, 1, 1, 3, 0, 3)"
5047,"(0, 3, 4, 3, 2, 3)"
5048,"(0, 3, 2, 3, 0, 2)"
5049,"(2, 4, 4, 2, 0, 2)"
5051,"(0, 0, 4, 1, 4, 0)"
5052,"(2, 4, 2, 4, 2, 4)"
5055,"(3, 1, 4, 3, 4, 0)"
5057,"(4, 2, 0, 4, 4, 3)"
5059,"(4, 3, 4, 1, 4, 2)"
5061,"(3, 1, 4, 3, 3, 4)"
5062,"(3, 2, 1, 4, 2, 3)"
5063,"(0, 2, 3, 1, 3, 0)"
5064,"(4, 4, 4, 3, 3, 2)"
5065,"(2, 4, 3, 4, 4, 0)"
5066,"(4, 4, 0, 4, 2, 0)"
5068,"(3, 3, 3, 3, 3, 0)"
5072,"(4, 3, 0, 0, 4, 2)"
5078,"(3, 0, 4, 3, 0, 4)"
5081,"(3, 0, 4, 2, 1, 0)"
5084,"(3, 3, 4, 3, 4, 0)"
5094,"(2, 2, 2, 2, 2, 3)"
5095,"(0, 4, 0, 4, 2, 4)"
5096,"(4, 1, 4, 1, 4, 1)"
5097,"(3, 4, 1, 2, 0, 0)"
5099,"(4, 3, 0, 3, 4, 3)"
5100,"(2, 0, 1, 2, 1, 0)"
5102,"(3, 0, 3, 4, 4, 2)"
5108,"(2, 4, 1, 2, 3, 3)"
5109,"(0, 3, 2, 0, 3, 2)"
5111,"(2, 4, 0, 1, 3, 3)"
5117,"(3, 4, 4, 0, 4, 3)"
5118,"(3, 1, 0, 4, 0, 3)"
5119,"(0, 0, 4, 0, 1, 4)"
5121,"(3, 0, 2, 2, 4, 4)"
5123,"(2, 3, 2, 1, 2, 3)"
5125,"(0, 4, 0, 0, 0, 3)"
5128,"(4, 3, 3, 2, 4, 2)"
5130,"(0, 3, 2, 3, 3, 3)"
5132,"(4, 4, 3, 4, 3, 2)"
5134,"(3, 3, 2, 4, 3, 0)"
5135,"(4, 1, 1, 2, 2, 3)"
5136,"(3, 4, 4, 3, 4, 4)"
5137,"(4, 2, 4, 4, 3, 2)"
5138,"(3, 2, 4, 4, 0, 4)"
5140,"(2, 4, 3, 0, 3, 2)"
5142,"(2, 0, 2, 3, 0, 0)"
5143,"(2, 3, 1, 4, 2, 2)"
5147,"(3, 4, 0, 2, 4, 4)"
5148,"(4, 3, 1, 4, 4, 3)"
5150,"(2, 4, 2, 3, 2, 3)"
5151,"(2, 4, 0, 3, 0, 2)"
5154,"(3, 2, 1, 3, 1, 2)"
5155,"(4, 3, 0, 2, 2, 3)"
5157,"(2, 0, 3, 3, 1, 0)"
5160,"(4, 0, 0, 0, 3, 4)"
5162,"(4, 4, 1, 0, 4, 2)"
5166,"(2, 4, 3, 3, 3, 3)"
5171,"(2, 0, 3, 1, 2, 2)"
5173,"(4, 3, 4, 3, 3, 2)"
5180,"(2, 0, 4, 1, 3, 2)"
5184,"(3, 0, 2, 0, 3, 0)"
5186,"(4, 0, 1, 4, 1, 0)"
5187,"(3, 0, 2, 0, 2, 4)"
5189,"(2, 1, 1, 3, 1, 4)"
5192,"(4, 3, 4, 0, 4, 3)"
5193,"(4, 3, 2, 0, 2, 2)"
5194,"(2, 0, 3, 4, 2, 3)"
5198,"(0, 3, 1, 0, 0, 2)"
5199,"(3, 3, 1, 0, 1, 2)"
5204,"(2, 4, 0, 2, 2, 0)"
5209,"(2, 1, 0, 2, 2, 4)"
5210,"(3, 4, 1, 3, 4, 4)"
5211,"(3, 1, 3, 0, 3, 4)"
5212,"(2, 3, 0, 1, 3, 3)"
5214,"(2, 0, 4, 4, 3, 3)"
5215,"(3, 4, 0, 1, 2, 4)"
5217,"(0, 0, 3, 0, 4, 4)"
5218,"(0, 0, 4, 3, 4, 2)"
5222,"(0, 4, 1, 0, 3, 4)"
5227,"(0, 3, 3, 3, 2, 4)"
5229,"(3, 0, 2, 1, 4, 3)"
5230,"(2, 3, 2, 0, 2, 2)"
5232,"(2, 0, 0, 3, 1, 0)"
5233,"(4, 2, 1, 2, 2, 2)"
5234,"(2, 3, 0, 4, 4, 0)"
5236,"(2, 4, 3, 2, 1, 3)"
5239,"(3, 4, 4, 2, 3, 3)"
5242,"(2, 4, 0, 3, 3, 3)"
5245,"(0, 2, 2, 4, 3, 3)"
5250,"(3, 0, 0, 1, 2, 0)"
5251,"(3, 4, 3, 1, 4, 3)"
5254,"(3, 0, 2, 4, 4, 4)"
5261,"(4, 3, 0, 1, 2, 2)"
5265,"(4, 1, 1, 4, 2, 3)"
5266,"(3, 4, 1, 1, 2, 0)"
5270,"(2, 4, 4, 3, 3, 2)"
5273,"(4, 2, 3, 4, 1, 2)"
5275,"(2, 0, 4, 3, 1, 3)"
5276,"(4, 3, 2, 3, 0, 4)"
5277,"(4, 3, 0, 4, 1, 3)"
5278,"(2, 2, 3, 0, 2, 4)"
5280,"(3, 4, 0, 4, 4, 4)"
5281,"(0, 2, 4, 2, 3, 2)"
5282,"(4, 0, 0, 2, 3, 0)"
5283,"(2, 2, 4, 0, 3, 2)"
5286,"(3, 3, 1, 0, 4, 3)"
5291,"(4, 0, 3, 3, 2, 0)"
5293,"(4, 1, 1, 0, 4, 0)"
5295,"(1, 3, 2, 1, 1, 0)"
5296,"(3, 1, 2, 3, 4, 4)"
5297,"(3, 0, 4, 2, 4, 3)"
5298,"(2, 1, 4, 2, 1, 3)"
5302,"(3, 3, 1, 3, 4, 0)"
5307,"(2, 1, 1, 2, 1, 3)"
5308,"(3, 3, 1, 3, 3, 4)"
5313,"(4, 3, 1, 2, 1, 2)"
5315,"(3, 0, 2, 2, 2, 0)"
5319,"(2, 2, 0, 2, 3, 3)"
5321,"(2, 4, 2, 0, 3, 3)"
5327,"(4, 3, 2, 2, 2, 2)"
5328,"(4, 3, 4, 2, 4, 3)"
5331,"(3, 3, 0, 2, 0, 4)"
5335,"(2, 4, 2, 2, 4, 3)"
5336,"(0, 4, 0, 2, 2, 4)"
5338,"(3, 4, 0, 3, 1, 4)"
5339,"(4, 1, 4, 4, 0, 2)"
5341,"(2, 3, 1, 4, 3, 3)"
5356,"(0, 0, 2, 0, 2, 4)"
5357,"(3, 4, 3, 0, 4, 2)"
5360,"(0, 1, 4, 1, 4, 1)"
5363,"(0, 1, 0, 3, 4, 2)"
5364,"(2, 2, 4, 3, 1, 4)"
5366,"(4, 1, 1, 3, 1, 2)"
5368,"(2, 2, 0, 4, 0, 2)"
5369,"(2, 2, 2, 0, 4, 2)"
5374,"(3, 0, 3, 3, 2, 0)"
5380,"(3, 2, 2, 4, 1, 4)"
5381,"(2, 0, 2, 4, 2, 4)"
5383,"(2, 4, 1, 0, 4, 2)"
5386,"(4, 3, 0, 3, 1, 2)"
5388,"(3, 4, 2, 1, 2, 3)"
5393,"(3, 4, 1, 4, 1, 4)"
5395,"(3, 0, 4, 1, 4, 2)"
5397,"(2, 1, 0, 2, 0, 0)"
5399,"(2, 4, 0, 1, 0, 2)"
5400,"(3, 4, 1, 3, 2, 0)"
5408,"(3, 0, 1, 1, 4, 4)"
5409,"(2, 2, 4, 2, 2, 2)"
5411,"(3, 3, 1, 2, 3, 3)"
5413,"(3, 0, 3, 4, 3, 3)"
5421,"(4, 1, 3, 1, 2, 1)"
5423,"(3, 0, 2, 2, 1, 3)"
5429,"(3, 0, 4, 4, 4, 3)"
5430,"(4, 1, 2, 4, 1, 2)"
5431,"(3, 2, 4, 2, 2, 3)"
5437,"(3, 4, 4, 3, 1, 3)"
5441,"(2, 0, 1, 4, 3, 3)"
5445,"(3, 4, 3, 2, 1, 3)"
5446,"(3, 2, 0, 1, 2, 3)"
5447,"(2, 4, 2, 1, 4, 2)"
5450,"(4, 2, 2, 3, 2, 2)"
5453,"(4, 1, 3, 4, 2, 2)"
5454,"(2, 2, 1, 1, 4, 2)"
5455,"(3, 4, 0, 2, 1, 3)"
5456,"(1, 2, 1, 1, 1, 4)"
5457,"(3, 0, 2, 4, 2, 0)"
5459,"(2, 3, 1, 3, 3, 2)"
5460,"(3, 2, 2, 2, 0, 0)"
5461,"(3, 3, 0, 4, 0, 0)"
5462,"(4, 1, 0, 4, 2, 4)"
5464,"(2, 2, 2, 3, 2, 4)"
5465,"(2, 2, 0, 4, 3, 3)"
5469,"(3, 3, 4, 1, 4, 2)"
5470,"(2, 1, 2, 2, 0, 2)"
5474,"(4, 4, 4, 4, 0, 0)"
5476,"(3, 0, 4, 0, 2, 2)"
5479,"(2, 0, 0, 4, 3, 4)"
5480,"(4, 2, 3, 1, 4, 4)"
5486,"(3, 2, 3, 0, 2, 2)"
5487,"(3, 0, 3, 2, 4, 4)"
5488,"(4, 1, 2, 3, 3, 0)"
5497,"(3, 0, 4, 3, 1, 3)"
5498,"(2, 0, 3, 2, 4, 2)"
5499,"(3, 2, 2, 3, 1, 3)"
5507,"(3, 4, 2, 0, 2, 2)"
5508,"(2, 2, 2, 2, 3, 2)"
5512,"(3, 2, 3, 3, 2, 3)"
5518,"(0, 0, 3, 0, 1, 3)"
5521,"(2, 4, 1, 2, 4, 2)"
5535,"(4, 2, 0, 3, 3, 2)"
5538,"(3, 2, 4, 1, 2, 2)"
5540,"(2, 0, 0, 2, 2, 0)"
5541,"(3, 2, 0, 2, 1, 0)"
5543,"(3, 0, 1, 3, 4, 4)"
5544,"(2, 2, 4, 4, 2, 2)"
5547,"(2, 0, 1, 3, 3, 2)"
5548,"(4, 4, 4, 0, 3, 3)"
5552,"(0, 2, 2, 3, 4, 3)"
5553,"(3, 2, 1, 0, 3, 0)"
5556,"(3, 2, 1, 0, 2, 4)"
5559,"(2, 4, 4, 2, 0, 4)"
5560,"(0, 3, 2, 3, 0, 4)"
5561,"(4, 1, 0, 3, 2, 3)"
5562,"(4, 1, 4, 0, 3, 0)"
5567,"(4, 0, 4, 0, 1, 4)"
5568,"(4, 3, 4, 1, 4, 4)"
5571,"(4, 4, 4, 3, 3, 4)"
5572,"(4, 4, 0, 4, 2, 2)"
5575,"(3, 3, 3, 3, 3, 2)"
5576,"(2, 3, 3, 3, 2, 0)"
5577,"(4, 4, 4, 2, 4, 0)"
5580,"(4, 3, 0, 0, 4, 4)"
5583,"(2, 4, 0, 0, 2, 2)"
5586,"(3, 0, 3, 1, 4, 3)"
5590,"(4, 2, 4, 0, 2, 0)"
5591,"(3, 1, 2, 3, 1, 3)"
5592,"(3, 0, 4, 2, 1, 2)"
5595,"(0, 1, 4, 1, 0, 1)"
5596,"(3, 3, 4, 3, 4, 2)"
5601,"(0, 0, 1, 0, 2, 3)"
5602,"(0, 2, 3, 4, 3, 3)"
5608,"(3, 0, 1, 1, 2, 0)"
5611,"(2, 0, 1, 2, 1, 2)"
5613,"(0, 0, 2, 4, 2, 0)"
5615,"(2, 2, 3, 2, 0, 0)"
5617,"(2, 1, 0, 0, 2, 3)"
5618,"(3, 0, 3, 4, 4, 4)"
5624,"(0, 3, 2, 0, 3, 4)"
5625,"(2, 2, 0, 2, 0, 2)"
5629,"(3, 1, 3, 0, 4, 3)"
5634,"(4, 1, 4, 4, 4, 4)"
5636,"(2, 2, 2, 4, 3, 2)"
5638,"(2, 4, 2, 2, 1, 2)"
5646,"(3, 2, 0, 2, 0, 3)"
5648,"(3, 2, 3, 2, 3, 0)"
5649,"(3, 1, 3, 4, 0, 3)"
5651,"(4, 3, 3, 2, 4, 4)"
5652,"(4, 2, 1, 3, 0, 0)"
5653,"(0, 0, 4, 3, 1, 3)"
5655,"(4, 4, 3, 4, 3, 4)"
5658,"(3, 0, 2, 3, 0, 2)"
5661,"(3, 1, 0, 0, 2, 2)"
5662,"(3, 3, 2, 4, 3, 2)"
5663,"(1, 3, 3, 1, 1, 0)"
5667,"(4, 2, 4, 4, 3, 4)"
5668,"(2, 4, 3, 0, 3, 4)"
5669,"(2, 4, 1, 1, 4, 3)"
5670,"(3, 2, 2, 0, 2, 3)"
5671,"(2, 0, 2, 3, 0, 2)"
5674,"(2, 3, 1, 4, 2, 4)"
5679,"(2, 0, 2, 2, 4, 3)"
5680,"(2, 4, 0, 3, 0, 4)"
5681,"(3, 2, 1, 3, 1, 4)"
5684,"(2, 0, 3, 3, 1, 2)"
5688,"(4, 4, 4, 2, 3, 3)"
5689,"(4, 4, 1, 0, 4, 4)"
5692,"(0, 2, 4, 1, 0, 0)"
5693,"(2, 0, 3, 1, 2, 4)"
5694,"(2, 4, 4, 4, 1, 0)"
5699,"(4, 3, 4, 3, 3, 4)"
5703,"(0, 3, 1, 0, 4, 2)"
5707,"(2, 0, 4, 1, 3, 4)"
5710,"(2, 4, 1, 3, 1, 2)"
5711,"(0, 2, 3, 3, 3, 2)"
5714,"(4, 0, 1, 4, 1, 2)"
5718,"(4, 3, 2, 0, 2, 4)"
5722,"(4, 4, 3, 2, 2, 0)"
5724,"(2, 4, 0, 2, 2, 2)"
5725,"(3, 2, 1, 2, 3, 2)"
5726,"(4, 2, 4, 3, 1, 4)"
5729,"(2, 2, 3, 1, 3, 4)"
5731,"(4, 2, 4, 2, 2, 0)"
5741,"(3, 4, 0, 0, 3, 2)"
5746,"(3, 3, 0, 4, 4, 2)"
5749,"(3, 0, 1, 3, 2, 0)"
5750,"(0, 3, 2, 2, 3, 0)"
5751,"(4, 0, 2, 3, 4, 0)"
5752,"(2, 3, 2, 0, 2, 4)"
5753,"(2, 3, 0, 0, 0, 3)"
5754,"(2, 0, 0, 3, 1, 2)"
5755,"(4, 2, 1, 2, 2, 4)"
5758,"(3, 1, 3, 3, 0, 2)"
5759,"(2, 3, 0, 4, 4, 2)"
5761,"(0, 0, 4, 2, 1, 2)"
5764,"(3, 1, 3, 2, 4, 3)"
5767,"(2, 0, 3, 3, 4, 3)"
5769,"(3, 0, 0, 1, 2, 2)"
5777,"(4, 3, 0, 0, 2, 0)"
5778,"(4, 3, 0, 1, 2, 4)"
5784,"(3, 4, 1, 1, 2, 2)"
5785,"(4, 4, 0, 2, 2, 0)"
5787,"(3, 0, 0, 4, 2, 3)"
5790,"(2, 4, 4, 3, 3, 4)"
5791,"(4, 2, 3, 4, 1, 4)"
5794,"(4, 2, 1, 1, 4, 2)"
5795,"(0, 2, 4, 2, 3, 4)"
5800,"(4, 3, 3, 0, 1, 3)"
5802,"(4, 0, 3, 3, 2, 2)"
5807,"(1, 3, 2, 1, 1, 2)"
5809,"(2, 3, 4, 1, 3, 0)"
5818,"(4, 4, 2, 4, 0, 0)"
5822,"(4, 3, 1, 2, 1, 4)"
5823,"(3, 0, 2, 2, 2, 2)"
5824,"(2, 3, 0, 0, 3, 4)"
5826,"(4, 3, 3, 3, 1, 4)"
5828,"(4, 3, 1, 1, 2, 0)"
5835,"(2, 2, 3, 3, 3, 0)"
5839,"(1, 2, 0, 1, 1, 3)"
5840,"(4, 3, 2, 2, 2, 4)"
5841,"(2, 3, 4, 2, 4, 3)"
5846,"(2, 3, 1, 4, 0, 0)"
5847,"(4, 1, 4, 4, 0, 4)"
5858,"(2, 3, 2, 2, 2, 0)"
5865,"(3, 4, 3, 0, 4, 4)"
5866,"(4, 3, 0, 0, 1, 3)"
5870,"(4, 2, 1, 4, 2, 4)"
5874,"(2, 3, 3, 2, 3, 0)"
5876,"(4, 1, 1, 3, 1, 4)"
5878,"(2, 2, 0, 4, 0, 4)"
5879,"(2, 2, 2, 0, 4, 4)"
5880,"(0, 1, 3, 3, 0, 4)"
5882,"(3, 0, 3, 3, 2, 2)"
5885,"(2, 0, 4, 2, 0, 4)"
5888,"(4, 0, 1, 3, 3, 2)"
5891,"(2, 4, 1, 0, 4, 4)"
5894,"(4, 3, 0, 3, 1, 4)"
5898,"(4, 1, 4, 3, 2, 2)"
5902,"(3, 3, 4, 3, 3, 3)"
5905,"(4, 0, 1, 2, 0, 0)"
5906,"(0, 4, 2, 3, 3, 2)"
5907,"(3, 0, 4, 1, 4, 4)"
5908,"(2, 1, 0, 2, 0, 2)"
5911,"(3, 4, 1, 3, 2, 2)"
5916,"(3, 4, 0, 1, 0, 2)"
5917,"(2, 2, 4, 2, 2, 4)"
5920,"(4, 4, 3, 3, 1, 2)"
5925,"(0, 2, 4, 4, 3, 4)"
5927,"(4, 2, 0, 2, 0, 0)"
5932,"(4, 3, 3, 2, 1, 3)"
5935,"(2, 3, 4, 3, 3, 0)"
5938,"(4, 1, 2, 4, 1, 4)"
