net,val_accs,aa_apgd-ce@Linf_eps-0.1,aa_apgd-ce@Linf_eps-0.5,aa_apgd-ce@Linf_eps-1.0,aa_apgd-ce@Linf_eps-2.0,aa_apgd-ce@Linf_eps-3.0,aa_apgd-ce@Linf_eps-4.0,aa_apgd-ce@Linf_eps-8.0,aa_square@Linf_eps-0.1,aa_square@Linf_eps-0.5,aa_square@Linf_eps-1.0,aa_square@Linf_eps-2.0,aa_square@Linf_eps-3.0,aa_square@Linf_eps-4.0,aa_square@Linf_eps-8.0,fgsm@Linf_eps-0.1,fgsm@Linf_eps-0.5,fgsm@Linf_eps-1.0,fgsm@Linf_eps-2.0,fgsm@Linf_eps-3.0,fgsm@Linf_eps-4.0,fgsm@Linf_eps-5.0,fgsm@Linf_eps-6.0,fgsm@Linf_eps-7.0,fgsm@Linf_eps-8.0,fgsm@Linf_eps-255.0,pgd@Linf_eps-0.1,pgd@Linf_eps-0.5,pgd@Linf_eps-1.0,pgd@Linf_eps-2.0,pgd@Linf_eps-3.0,pgd@Linf_eps-4.0,pgd@Linf_eps-8.0
"(0, 1, 2, 1, 3, 4)",88.79,87.5,50.7,12.6,0.4,0.0,0.0,0.0,90.7,80.60000000000001,64.60000000000001,31.8,13.700000000000001,5.7,0.5,87.9,66.60000000000001,49.5,36.4,31.900000000000002,29.299999999999997,27.400000000000002,25.4,24.3,23.1,10.0,88.2,61.5,29.799999999999997,5.5,1.2,0.3,0.0
"(3, 0, 4, 0, 4, 3)",84.74,84.3,54.7,18.9,1.0,0.0,0.0,0.0,87.3,77.9,63.4,33.5,14.399999999999999,6.0,0.6,84.6,64.4,44.800000000000004,27.6,21.5,18.7,17.1,16.3,15.8,15.5,10.2,85.0,62.5,33.2,6.1,1.0,0.3,0.0
"(4, 4, 3, 0, 0, 1)",84.96,83.3,53.6,17.8,0.5,0.0,0.0,0.0,86.4,75.8,59.099999999999994,27.700000000000003,9.9,3.0,0.1,83.6,61.8,40.699999999999996,21.2,14.7,12.3,11.5,11.1,10.6,10.6,10.0,84.0,60.5,30.9,4.3,0.4,0.1,0.0
"(3, 0, 3, 1, 2, 4)",87.7,85.6,47.099999999999994,12.3,0.5,0.0,0.0,0.0,89.60000000000001,78.3,61.0,30.099999999999998,13.700000000000001,6.2,0.3,86.2,65.0,49.3,37.8,34.0,31.8,30.4,28.499999999999996,26.6,24.8,9.6,86.6,57.99999999999999,28.1,5.8999999999999995,1.7000000000000002,0.4,0.0
"(2, 4, 0, 0, 0, 3)",88.6,88.0,51.6,14.299999999999999,0.7000000000000001,0.0,0.0,0.0,91.3,81.2,64.7,34.0,16.1,7.5,0.6,88.5,69.3,56.49999999999999,47.199999999999996,43.4,41.0,39.4,37.6,35.6,33.800000000000004,10.2,88.8,63.0,34.699999999999996,9.5,3.0,0.8999999999999999,0.0
"(2, 3, 3, 2, 4, 2)",89.25,89.2,55.7,19.7,1.2,0.0,0.0,0.0,91.7,82.5,66.7,38.3,19.400000000000002,9.700000000000001,0.4,89.60000000000001,74.5,66.5,59.8,55.800000000000004,52.800000000000004,49.7,47.0,43.8,40.400000000000006,10.0,89.8,67.80000000000001,44.9,17.299999999999997,5.8999999999999995,2.1999999999999997,0.1
"(3, 1, 2, 2, 3, 1)",88.56,86.9,48.699999999999996,12.0,0.7000000000000001,0.1,0.0,0.0,90.4,80.2,62.9,31.2,13.700000000000001,6.4,0.5,87.5,66.5,50.8,39.2,34.599999999999994,32.300000000000004,31.3,30.2,28.7,26.8,11.0,87.9,60.099999999999994,30.099999999999998,7.199999999999999,2.4,0.8999999999999999,0.0
"(2, 1, 4, 1, 0, 0)",86.84,86.2,51.7,15.5,1.0,0.0,0.0,0.0,89.5,79.60000000000001,63.6,32.9,15.4,7.8,0.8999999999999999,86.5,65.10000000000001,49.0,37.7,34.2,32.6,31.8,31.5,30.8,29.599999999999998,9.9,87.0,60.9,32.0,8.7,2.5,0.7000000000000001,0.0
"(0, 0, 4, 4, 2, 4)",72.62,71.39999999999999,42.3,12.6,0.3,0.0,0.0,0.0,75.6,65.4,50.2,24.7,10.0,4.3,0.8,71.6,46.9,23.799999999999997,6.2,2.3,1.5,1.3,1.2,1.3,1.3,12.1,72.2,47.9,21.099999999999998,1.7999999999999998,0.1,0.0,0.0
"(0, 3, 1, 1, 3, 0)",85.9,82.3,43.8,9.6,0.1,0.0,0.0,0.0,86.1,74.4,56.49999999999999,25.1,8.5,2.7,0.2,82.69999999999999,56.99999999999999,34.9,17.4,11.799999999999999,9.6,8.3,7.8,7.7,7.3999999999999995,10.5,83.2,53.5,21.2,1.6,0.1,0.0,0.0
"(4, 2, 4, 0, 0, 1)",69.84,71.2,61.1,47.0,22.6,8.200000000000001,2.7,0.0,71.8,63.3,51.800000000000004,31.7,16.3,7.5,0.2,71.3,61.7,49.4,30.2,17.4,9.9,5.7,3.4000000000000004,2.3,1.6,9.4,71.6,62.7,50.8,29.9,14.499999999999998,6.3,0.2
"(0, 2, 0, 3, 2, 4)",88.85,86.0,44.2,9.9,0.4,0.0,0.0,0.0,89.8,78.9,61.4,29.7,13.0,5.8999999999999995,0.5,86.5,64.5,49.1,37.6,33.4,31.0,29.099999999999998,27.6,26.3,24.6,10.0,86.8,56.3,25.6,4.8,1.0,0.2,0.0
"(0, 3, 1, 1, 2, 4)",88.17,86.4,50.5,13.3,0.6,0.0,0.0,0.0,90.0,79.7,63.3,31.8,14.099999999999998,6.0,0.6,86.8,65.8,50.1,37.7,33.6,31.6,30.3,28.7,27.200000000000003,26.0,10.6,87.2,60.699999999999996,31.0,7.000000000000001,2.0,0.7000000000000001,0.0
"(1, 3, 1, 1, 3, 2)",87.23,84.5,44.3,10.4,0.3,0.0,0.0,0.0,88.7,76.3,57.199999999999996,26.900000000000002,11.799999999999999,5.0,0.1,85.2,64.1,50.6,41.0,37.4,35.3,33.300000000000004,31.6,29.799999999999997,28.1,10.299999999999999,85.6,56.599999999999994,28.4,7.000000000000001,1.7999999999999998,0.4,0.0
"(2, 4, 1, 4, 0, 0)",85.44,85.7,55.00000000000001,18.4,1.3,0.2,0.1,0.0,88.9,79.7,66.0,36.8,17.8,8.3,0.8999999999999999,85.9,65.60000000000001,48.6,34.2,29.799999999999997,28.1,27.400000000000002,26.700000000000003,26.200000000000003,25.7,10.5,86.3,62.9,33.800000000000004,8.5,2.5,1.0,0.0
"(0, 4, 4, 1, 4, 3)",75.47,78.5,66.2,48.199999999999996,17.299999999999997,3.5000000000000004,0.6,0.0,79.9,73.1,62.7,41.099999999999994,23.5,12.2,0.7000000000000001,78.60000000000001,67.4,53.900000000000006,32.4,20.1,13.4,9.5,7.6,6.3,5.6000000000000005,9.2,78.8,68.5,54.0,27.400000000000002,10.7,3.3000000000000003,0.0
"(1, 4, 4, 3, 4, 4)",66.34,67.30000000000001,56.8,42.699999999999996,19.900000000000002,7.3999999999999995,2.4,0.0,68.5,61.5,51.6,32.2,18.0,9.1,1.3,67.30000000000001,57.199999999999996,45.300000000000004,26.900000000000002,15.5,8.9,5.3,3.5000000000000004,2.5,1.9,9.9,67.4,58.199999999999996,46.7,26.200000000000003,12.8,5.6000000000000005,0.2
"(0, 2, 3, 4, 1, 4)",84.52,84.6,54.2,20.200000000000003,2.3,0.2,0.0,0.0,87.7,78.7,64.60000000000001,36.8,18.5,9.5,0.8,84.89999999999999,63.7,45.9,31.6,25.7,23.1,21.099999999999998,19.900000000000002,19.5,18.7,9.3,85.3,61.5,33.4,8.9,2.9000000000000004,1.0,0.0
"(3, 1, 1, 1, 4, 1)",80.39,84.0,65.5,39.4,7.199999999999999,0.7000000000000001,0.1,0.0,86.1,78.8,68.0,45.800000000000004,26.200000000000003,12.9,0.4,84.2,69.39999999999999,53.0,32.2,21.8,16.3,13.3,11.600000000000001,10.7,10.100000000000001,10.100000000000001,84.39999999999999,69.8,49.1,18.2,5.0,1.2,0.0
"(4, 0, 0, 3, 3, 1)",85.15,84.6,55.800000000000004,19.5,0.7000000000000001,0.0,0.0,0.0,87.5,78.4,63.9,33.6,13.600000000000001,4.8,0.4,84.89999999999999,63.2,41.099999999999994,19.7,12.3,9.4,8.3,7.6,7.1,6.800000000000001,9.3,85.2,62.5,32.5,4.6,0.6,0.0,0.0
"(4, 1, 2, 1, 0, 3)",86.79,86.4,55.50000000000001,20.200000000000003,2.1,0.2,0.0,0.0,89.3,80.30000000000001,65.5,36.0,17.8,8.7,0.6,86.7,67.0,51.2,39.4,35.3,33.4,32.7,32.1,31.7,31.0,10.0,87.0,64.0,36.5,11.899999999999999,3.9,1.3,0.0
"(2, 3, 3, 2, 0, 4)",89.35,87.3,49.4,15.2,1.3,0.3,0.2,0.0,90.7,80.0,62.9,31.4,15.299999999999999,7.8,0.8999999999999999,87.8,69.6,59.0,52.5,49.9,48.3,46.800000000000004,45.1,42.8,40.2,11.600000000000001,88.0,61.9,36.3,13.8,5.4,2.3,0.4
"(0, 1, 2, 0, 0, 2)",88.6,86.6,44.3,8.9,0.2,0.0,0.0,0.0,90.4,78.8,59.699999999999996,26.700000000000003,10.6,4.8,0.4,87.2,62.8,43.8,28.999999999999996,24.099999999999998,21.9,20.599999999999998,19.5,18.4,17.1,9.8,87.6,56.3,23.3,3.5999999999999996,0.6,0.1,0.0
"(0, 2, 1, 0, 3, 1)",85.49,82.19999999999999,46.1,11.3,0.2,0.0,0.0,0.0,85.9,74.8,56.99999999999999,26.200000000000003,9.3,3.2,0.3,82.6,57.9,36.4,18.2,12.2,9.6,8.4,7.8,7.7,7.5,9.9,83.1,55.300000000000004,23.400000000000002,2.1,0.1,0.0,0.0
"(4, 3, 1, 0, 1, 2)",87.01,85.0,45.5,11.4,0.6,0.1,0.0,0.0,89.0,77.5,59.099999999999994,27.700000000000003,12.4,5.800000000000001,0.6,85.6,63.2,48.3,37.7,33.7,31.4,29.799999999999997,28.1,26.400000000000002,24.7,10.4,85.9,56.89999999999999,28.799999999999997,7.199999999999999,2.0,0.7000000000000001,0.1
"(3, 0, 2, 0, 2, 0)",89.65,87.4,47.199999999999996,11.1,0.5,0.0,0.0,0.0,91.0,79.9,62.3,30.4,13.5,6.6000000000000005,0.7000000000000001,87.9,66.4,51.1,39.5,34.9,32.800000000000004,31.5,29.9,28.4,27.0,10.4,88.2,59.5,28.599999999999998,6.5,1.7999999999999998,0.6,0.0
"(0, 1, 4, 0, 2, 3)",87.71,85.9,48.9,15.1,1.6,0.1,0.0,0.0,89.3,78.5,60.6,29.7,14.6,7.6,1.0,86.2,63.1,46.800000000000004,36.1,33.1,32.0,31.6,31.5,30.9,30.3,9.3,86.6,58.599999999999994,29.799999999999997,9.4,3.3000000000000003,1.2,0.0
"(3, 0, 1, 1, 0, 1)",85.73,82.19999999999999,46.1,11.3,0.2,0.0,0.0,0.0,85.9,74.8,56.99999999999999,26.200000000000003,9.3,3.2,0.3,82.6,57.9,36.4,18.2,12.2,9.6,8.4,7.8,7.7,7.5,9.9,83.1,55.300000000000004,23.400000000000002,2.1,0.1,0.0,0.0
"(4, 0, 1, 4, 0, 0)",56.92,57.9,50.2,40.1,22.400000000000002,10.7,4.3,0.0,57.99999999999999,51.6,43.5,28.999999999999996,18.099999999999998,10.2,0.6,57.699999999999996,50.3,41.099999999999994,25.900000000000002,15.8,9.3,5.6000000000000005,3.5000000000000004,2.1999999999999997,1.5,11.4,57.9,51.2,42.3,27.0,15.5,8.1,0.3
"(1, 4, 3, 0, 3, 0)",84.36,84.1,48.5,11.200000000000001,0.1,0.0,0.0,0.0,87.5,78.0,62.1,30.0,11.3,4.1000000000000005,0.3,84.39999999999999,60.5,38.2,20.200000000000003,14.899999999999999,12.5,11.3,10.5,10.0,9.700000000000001,10.100000000000001,84.8,57.8,24.3,2.1,0.1,0.0,0.0
"(2, 1, 0, 0, 1, 0)",88.74,85.5,42.9,8.0,0.1,0.0,0.0,0.0,90.0,78.2,59.4,26.5,10.2,3.6999999999999997,0.3,86.2,62.0,44.3,31.0,25.900000000000002,23.1,21.3,20.5,19.7,19.0,10.100000000000001,86.6,54.900000000000006,22.0,2.5,0.4,0.0,0.0
"(0, 0, 2, 4, 0, 1)",88.6,85.6,41.8,7.199999999999999,0.1,0.0,0.0,0.0,90.0,78.10000000000001,59.199999999999996,26.0,10.2,4.3,0.4,86.2,61.5,43.6,30.5,26.900000000000002,25.3,24.2,23.1,21.6,20.5,10.100000000000001,86.6,54.6,21.3,2.9000000000000004,0.4,0.1,0.0
"(2, 0, 1, 1, 2, 4)",88.38,88.1,56.49999999999999,20.9,3.5999999999999996,1.0,0.3,0.0,91.10000000000001,82.39999999999999,68.30000000000001,39.7,21.2,12.2,1.7999999999999998,88.4,70.39999999999999,57.099999999999994,47.099999999999994,43.3,41.4,39.5,37.8,35.8,33.4,10.0,88.8,65.8,39.5,15.4,7.5,4.2,0.6
"(2, 2, 0, 0, 3, 3)",91.06,89.60000000000001,53.6,14.6,0.4,0.0,0.0,0.0,92.4,83.1,66.8,35.699999999999996,16.3,7.000000000000001,0.4,89.9,72.0,59.199999999999996,48.0,42.6,39.4,36.9,34.699999999999996,32.800000000000004,31.2,10.299999999999999,90.2,65.0,35.5,7.3999999999999995,1.6,0.3,0.0
"(0, 2, 1, 2, 4, 1)",70.46,72.5,59.9,41.8,14.7,4.0,0.8999999999999999,0.0,74.0,65.60000000000001,53.1,28.999999999999996,13.4,6.2,0.7000000000000001,72.5,60.8,45.9,25.0,13.100000000000001,8.0,4.9,3.5999999999999996,3.0,2.5,9.8,72.8,62.0,46.7,22.400000000000002,9.2,3.0,0.0
"(0, 3, 3, 0, 1, 3)",85.81,83.3,47.9,12.4,0.2,0.0,0.0,0.0,86.8,76.0,59.099999999999994,27.500000000000004,10.6,3.3000000000000003,0.3,83.8,60.0,37.9,19.2,13.3,10.9,9.5,8.799999999999999,8.6,8.799999999999999,9.9,84.2,57.199999999999996,24.9,2.1,0.1,0.0,0.0
"(0, 0, 1, 3, 0, 1)",83.85,81.8,51.4,16.900000000000002,0.4,0.0,0.0,0.0,84.7,74.3,57.599999999999994,26.900000000000002,9.4,3.0,0.2,81.89999999999999,57.699999999999996,31.5,8.6,3.0,1.4000000000000001,1.0,0.8,0.8,0.8,10.0,82.39999999999999,57.99999999999999,27.400000000000002,2.6,0.1,0.0,0.0
"(2, 1, 0, 4, 4, 3)",88.92,87.7,59.9,22.400000000000002,1.4000000000000001,0.1,0.0,0.0,90.3,80.10000000000001,65.3,35.3,16.8,8.0,0.7000000000000001,87.9,69.19999999999999,53.400000000000006,39.4,33.6,31.2,29.7,28.599999999999998,27.400000000000002,26.1,10.299999999999999,88.3,67.0,39.7,11.200000000000001,3.0,0.8999999999999999,0.0
"(4, 2, 4, 3, 0, 2)",85.42,83.3,45.2,9.4,0.0,0.0,0.0,0.0,87.1,76.2,58.4,25.0,8.200000000000001,2.7,0.3,83.7,55.400000000000006,30.599999999999998,12.9,8.7,7.3999999999999995,7.000000000000001,6.800000000000001,6.9,7.000000000000001,9.9,84.3,53.400000000000006,19.900000000000002,1.2,0.0,0.0,0.0
"(2, 3, 2, 4, 0, 1)",87.88,86.9,50.8,13.200000000000001,0.6,0.0,0.0,0.0,90.2,80.10000000000001,64.1,32.1,14.2,6.6000000000000005,0.5,87.3,67.0,51.800000000000004,39.900000000000006,35.3,32.1,30.2,28.599999999999998,26.900000000000002,25.6,10.4,87.6,61.5,31.900000000000002,7.8,2.1999999999999997,0.7000000000000001,0.0
"(4, 0, 1, 2, 1, 2)",88.86,87.4,53.400000000000006,18.3,1.7000000000000002,0.2,0.0,0.0,90.60000000000001,81.10000000000001,66.4,36.6,18.9,9.6,0.8999999999999999,87.9,70.39999999999999,60.099999999999994,52.6,50.0,48.0,46.400000000000006,45.1,42.9,40.8,9.5,88.2,64.60000000000001,39.800000000000004,16.0,6.800000000000001,3.2,0.1
"(4, 4, 1, 4, 3, 0)",74.39,77.60000000000001,66.10000000000001,49.5,18.9,4.5,1.0,0.0,79.0,72.39999999999999,63.4,42.4,25.0,13.200000000000001,1.3,77.7,67.0,54.2,32.2,19.400000000000002,12.5,8.6,6.6000000000000005,5.2,4.6,11.0,77.8,68.2,54.7,28.599999999999998,12.2,4.1000000000000005,0.0
"(2, 3, 4, 0, 4, 1)",83.7,85.3,64.5,35.199999999999996,5.0,0.5,0.0,0.0,87.1,79.60000000000001,68.2,41.8,22.2,10.8,0.8,85.39999999999999,68.89999999999999,51.300000000000004,31.8,23.0,19.0,16.900000000000002,15.7,14.899999999999999,14.399999999999999,9.1,85.8,69.1,46.0,15.2,4.6,1.2,0.0
"(0, 4, 2, 3, 4, 4)",83.58,79.80000000000001,38.4,6.9,0.0,0.0,0.0,0.0,84.0,71.6,52.0,20.1,7.000000000000001,1.9,0.3,80.0,49.0,23.7,7.9,4.5,3.4000000000000004,3.0,2.9000000000000004,2.8000000000000003,3.0,10.0,80.60000000000001,47.3,15.2,0.7000000000000001,0.0,0.0,0.0
"(3, 1, 3, 0, 3, 0)",85.3,83.39999999999999,46.7,10.9,0.1,0.0,0.0,0.0,87.0,75.0,56.699999999999996,24.7,8.1,2.1,0.1,83.8,59.0,37.7,18.9,13.4,10.4,9.0,8.3,7.6,7.199999999999999,9.3,84.1,56.00000000000001,23.200000000000003,2.0,0.2,0.0,0.0
"(1, 4, 4, 2, 1, 2)",80.34,80.9,60.8,33.300000000000004,5.3,0.5,0.0,0.0,82.39999999999999,70.39999999999999,52.2,22.400000000000002,8.3,3.0,0.2,81.0,64.3,46.0,25.8,17.9,14.499999999999998,13.3,12.8,12.5,12.5,9.3,81.5,64.8,42.6,13.900000000000002,3.5000000000000004,0.7000000000000001,0.0
"(2, 1, 1, 4, 0, 1)",88.63,87.0,48.9,12.1,0.4,0.0,0.0,0.0,90.5,79.7,62.4,30.0,12.9,5.6000000000000005,0.4,87.3,65.7,49.5,37.5,32.800000000000004,30.5,28.7,26.8,25.0,23.599999999999998,9.9,87.8,60.0,29.599999999999998,6.2,1.3,0.3,0.0
"(2, 0, 0, 0, 3, 4)",85.9,84.6,47.3,10.100000000000001,0.1,0.0,0.0,0.0,88.2,78.0,61.5,27.700000000000003,9.9,3.3000000000000003,0.6,84.8,57.599999999999994,31.3,12.3,7.8,6.5,6.0,5.7,5.5,5.6000000000000005,9.8,85.39999999999999,56.2,21.3,1.4000000000000001,0.0,0.0,0.0
"(2, 1, 3, 0, 4, 1)",88.0,86.5,52.6,15.7,1.0,0.1,0.0,0.0,89.7,79.5,63.1,31.2,13.600000000000001,6.4,0.6,86.8,66.8,50.2,36.8,31.900000000000002,28.999999999999996,27.0,25.5,24.4,23.400000000000002,10.0,87.2,62.4,32.1,8.0,2.4,0.8,0.0
"(3, 1, 3, 0, 2, 4)",88.42,86.7,46.7,11.200000000000001,0.3,0.0,0.0,0.0,90.10000000000001,78.8,59.8,28.999999999999996,12.6,5.7,0.5,87.2,65.8,51.1,40.699999999999996,36.6,34.599999999999994,33.2,31.8,30.099999999999998,28.199999999999996,10.8,87.6,58.4,28.599999999999998,6.5,1.3,0.3,0.0
"(1, 2, 3, 4, 2, 2)",89.46,88.4,54.0,19.1,2.1999999999999997,0.5,0.1,0.0,91.3,82.0,66.8,36.5,19.0,10.2,1.3,88.7,72.2,62.5,56.3,53.2,51.2,49.5,47.599999999999994,45.7,43.0,10.0,88.9,65.8,41.199999999999996,18.4,8.9,4.7,0.5
"(1, 1, 2, 1, 3, 2)",88.65,87.0,50.5,13.3,0.4,0.0,0.0,0.0,90.4,80.0,63.2,30.599999999999998,12.7,5.0,0.1,87.4,67.4,51.5,39.4,34.8,32.4,30.4,28.999999999999996,27.400000000000002,25.8,10.2,87.9,62.1,31.7,6.9,1.5,0.3,0.0
"(0, 4, 0, 0, 2, 4)",73.79,72.3,37.3,8.4,0.1,0.0,0.0,0.0,77.10000000000001,64.8,47.099999999999994,19.6,7.199999999999999,3.1,0.6,72.5,44.3,21.099999999999998,5.7,2.9000000000000004,2.5,2.4,2.4,2.5,2.6,10.0,73.3,44.5,16.400000000000002,0.7000000000000001,0.0,0.0,0.0
"(3, 1, 1, 4, 4, 2)",83.62,84.2,64.9,37.0,6.3,0.7000000000000001,0.1,0.0,86.0,78.8,67.7,43.2,23.7,12.0,0.7000000000000001,84.3,69.39999999999999,52.2,32.4,23.599999999999998,19.1,16.6,15.299999999999999,14.499999999999998,14.000000000000002,8.9,84.6,69.19999999999999,47.199999999999996,17.7,5.6000000000000005,1.5,0.0
"(3, 4, 0, 1, 1, 4)",75.41,76.5,61.8,39.800000000000004,10.6,1.5,0.2,0.0,78.7,74.4,66.60000000000001,49.0,32.6,20.7,4.1000000000000005,76.6,63.2,45.7,21.8,9.9,4.2,2.1,1.0999999999999999,0.8,0.6,9.6,76.9,64.4,46.300000000000004,18.4,5.0,1.0,0.0
"(0, 4, 1, 0, 3, 0)",83.36,82.0,55.60000000000001,21.0,0.8,0.0,0.0,0.0,84.89999999999999,76.2,62.3,33.2,14.000000000000002,5.5,0.5,82.19999999999999,61.8,39.7,17.599999999999998,10.4,7.3999999999999995,6.2,5.4,4.9,4.8,9.5,82.69999999999999,61.5,33.0,4.7,0.3,0.0,0.0
"(0, 0, 4, 3, 3, 2)",88.06,86.6,48.0,14.299999999999999,1.2,0.1,0.0,0.0,90.2,79.5,62.7,31.900000000000002,15.7,7.3999999999999995,1.0,87.1,65.4,50.9,41.699999999999996,39.2,37.9,36.7,35.699999999999996,34.4,33.2,10.0,87.5,59.3,30.599999999999998,8.6,3.0,1.0,0.0
"(1, 2, 2, 3, 2, 2)",89.8,88.8,55.60000000000001,20.200000000000003,1.7999999999999998,0.1,0.0,0.0,91.7,82.5,66.9,37.7,19.900000000000002,10.0,0.5,89.3,73.3,64.60000000000001,57.9,54.800000000000004,53.2,51.6,50.1,47.8,45.0,9.6,89.60000000000001,66.9,43.7,17.2,6.7,2.4,0.1
"(1, 0, 4, 3, 4, 0)",77.39,77.2,64.0,45.0,15.2,2.9000000000000004,0.5,0.0,79.0,73.5,63.6,43.1,26.3,14.399999999999999,2.0,77.2,65.0,49.6,26.0,12.7,5.8999999999999995,2.9000000000000004,1.6,1.0,0.6,10.0,77.4,66.2,50.5,23.9,8.5,2.1999999999999997,0.0
"(2, 0, 2, 1, 1, 1)",88.62,87.0,48.9,12.1,0.4,0.0,0.0,0.0,90.5,79.7,62.4,30.0,12.9,5.6000000000000005,0.4,87.3,65.7,49.5,37.5,32.800000000000004,30.5,28.7,26.8,25.0,23.599999999999998,9.9,87.8,60.0,29.599999999999998,6.2,1.3,0.3,0.0
"(1, 1, 1, 1, 3, 4)",10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
"(2, 1, 0, 3, 1, 1)",83.69,81.8,51.4,16.900000000000002,0.4,0.0,0.0,0.0,84.7,74.3,57.599999999999994,26.900000000000002,9.4,3.0,0.2,81.89999999999999,57.699999999999996,31.5,8.6,3.0,1.4000000000000001,1.0,0.8,0.8,0.8,10.0,82.39999999999999,57.99999999999999,27.400000000000002,2.6,0.1,0.0,0.0
"(0, 3, 3, 3, 2, 0)",88.59,87.0,49.4,11.600000000000001,0.3,0.0,0.0,0.0,90.5,80.0,62.9,29.5,12.2,4.6,0.3,87.5,65.3,47.9,32.5,27.1,24.7,22.7,21.099999999999998,20.1,19.0,10.5,87.9,60.5,27.200000000000003,4.2,0.6,0.1,0.0
"(3, 1, 4, 0, 4, 0)",84.38,84.39999999999999,63.2,33.0,3.9,0.4,0.0,0.0,86.7,78.60000000000001,66.7,41.199999999999996,21.4,9.6,0.3,84.5,68.10000000000001,49.3,27.700000000000003,18.5,14.899999999999999,12.6,11.5,10.8,10.6,10.5,84.8,67.80000000000001,44.1,12.6,2.9000000000000004,0.7000000000000001,0.0
"(1, 0, 3, 1, 2, 0)",86.64,83.8,46.800000000000004,10.8,0.2,0.0,0.0,0.0,87.5,76.6,58.699999999999996,27.3,10.0,3.3000000000000003,0.4,84.1,58.8,35.8,16.900000000000002,10.8,8.4,7.3999999999999995,6.9,6.800000000000001,6.6000000000000005,9.1,84.6,55.800000000000004,23.1,1.7999999999999998,0.1,0.0,0.0
"(4, 3, 3, 2, 3, 1)",86.62,84.6,47.3,10.6,0.1,0.0,0.0,0.0,88.2,76.8,58.199999999999996,26.200000000000003,9.3,2.9000000000000004,0.2,85.0,60.6,40.9,25.1,19.7,17.299999999999997,15.8,14.799999999999999,14.2,13.600000000000001,9.1,85.39999999999999,56.99999999999999,24.3,2.3,0.1,0.0,0.0
"(2, 4, 2, 1, 3, 4)",87.91,87.0,52.6,16.6,1.2,0.2,0.0,0.0,89.9,80.2,63.9,32.800000000000004,15.7,7.3,1.0999999999999999,87.3,66.4,51.1,40.2,36.3,35.099999999999994,34.0,33.4,32.7,31.4,7.5,87.6,62.1,34.1,10.8,3.9,1.6,0.1
"(0, 2, 0, 2, 4, 2)",86.45,84.2,43.6,8.7,0.1,0.0,0.0,0.0,88.3,77.0,58.8,24.4,8.6,2.7,0.3,84.6,55.300000000000004,28.9,11.600000000000001,7.199999999999999,5.7,5.3,5.5,5.7,5.800000000000001,10.2,85.0,53.0,18.3,1.2,0.1,0.0,0.0
"(4, 4, 4, 1, 0, 1)",70.25,71.2,61.1,47.0,22.6,8.200000000000001,2.7,0.0,71.8,63.3,51.800000000000004,31.7,16.3,7.5,0.2,71.3,61.7,49.4,30.2,17.4,9.9,5.7,3.4000000000000004,2.3,1.6,9.4,71.6,62.7,50.8,29.9,14.499999999999998,6.3,0.2
"(0, 0, 3, 1, 3, 1)",85.89,82.5,43.3,8.6,0.0,0.0,0.0,0.0,86.9,73.2,53.900000000000006,21.3,6.4,1.7999999999999998,0.0,83.0,57.699999999999996,35.5,17.599999999999998,12.2,10.2,9.1,8.799999999999999,8.6,8.5,10.0,83.5,53.7,20.4,1.3,0.0,0.0,0.0
"(4, 2, 1, 2, 1, 2)",85.34,83.7,44.800000000000004,10.8,0.3,0.0,0.0,0.0,87.8,76.1,57.9,27.200000000000003,10.9,4.6,0.3,84.1,59.699999999999996,41.0,26.200000000000003,20.7,18.099999999999998,16.2,15.2,14.099999999999998,13.3,9.8,84.5,54.7,24.4,3.8,0.5,0.1,0.0
"(2, 3, 4, 3, 4, 2)",87.61,87.8,53.900000000000006,18.099999999999998,1.4000000000000001,0.1,0.0,0.0,90.60000000000001,81.89999999999999,66.5,37.2,18.6,9.0,0.6,88.1,68.7,55.1,44.0,39.300000000000004,36.0,33.7,31.8,29.599999999999998,27.700000000000003,9.5,88.5,63.6,36.5,10.8,2.8000000000000003,0.8,0.0
"(1, 4, 3, 1, 4, 3)",86.54,85.1,56.99999999999999,21.2,0.6,0.0,0.0,0.0,87.5,78.10000000000001,62.9,31.7,12.4,3.8,0.3,85.3,65.60000000000001,45.5,25.8,18.5,15.4,14.299999999999999,13.8,13.600000000000001,13.900000000000002,10.2,85.6,64.2,35.6,6.2,0.7000000000000001,0.0,0.0
"(2, 3, 0, 4, 3, 0)",90.06,87.9,47.099999999999994,10.8,0.3,0.0,0.0,0.0,91.3,80.80000000000001,62.3,29.599999999999998,12.8,5.4,0.2,88.5,67.7,52.400000000000006,40.8,36.9,34.2,32.300000000000004,31.4,30.099999999999998,28.9,9.8,88.9,60.0,27.900000000000002,5.6000000000000005,1.0999999999999999,0.2,0.0
